GBR_NAME,LABEL_ID,X_COORD,Y_COORD
U/N Reef,11-312,144.04360962,-11.29255295
U/N Reef,11-313,144.05271912,-11.27426243
U/N Reef,11-314,144.06343079,-11.09085655
U/N Reef,11-315,143.2620697,-11.05757904
U/N Reef,11-316,143.53959656,-11.0134201
U/N Reef,11-317,143.66897583,-11.04191494
U/N Reef,11-318,143.68516541,-11.03679371
U/N Reef,11-319,143.69241333,-11.00459862
U/N Reef,11-320,143.7099762,-11.01724529
U/N Reef,11-321,143.75195313,-11.0630846
U/N Reef,11-322,143.79893494,-11.05340862
U/N Reef,11-323,143.80924988,-11.07327938
U/N Reef,11-324,144.0606842,-11.07956886
U/N Reef,11-800,142.83375549,-11.48412514
Haggerston Reef,12-001,143.30062866,-12.02940845
U/N Cay,12-001a,143.29747009,-12.01894379
U/N Cay,12-001b,143.30358887,-12.01712322
Bannan Reef,12-002,143.2943573,-12.0694294
U/N Cay,12-003a,143.45692444,-12.05829048
Mason Reef,12-003a,143.47735596,-12.10138035
U/N Cay,12-003b,143.58837891,-12.12153339
U/N Reef,12-003b,143.35162354,-12.11358452
U/N Cay,12-003c,143.57246399,-12.11829948
U/N Reef,12-003c,143.44680786,-12.15334797
U/N Reef,12-003d,143.58761597,-12.18626881
U/N Cay,12-004,143.25708008,-12.08280182
Moody Reef,12-004,143.26463318,-12.09915161
U/N Cay,12-005,143.21742249,-12.12546158
Young Reef,12-005,143.21852112,-12.12665844
U/N Cay,12-006,143.26773071,-12.13018894
Laurel Reef,12-006,143.27642822,-12.13950443
Fison Reefs,12-027c,143.54585266,-12.37409687
U/N Cay,12-027d,143.474823,-12.51874733
U/N Reef,12-028,143.90751648,-11.9950552
U/N Reef,12-029,143.91061401,-11.99639893
U/N Reef,12-030,143.6791687,-12.11102962
U/N Reef,12-031,143.92311096,-12.00428104
U/N Reef,12-032,143.95555115,-12.02207088
U/N Reef,12-033,143.84797668,-12.03384209
U/N Reef,12-034,143.87185669,-12.03843594
U/N Reef,12-035,143.89657593,-12.04671574
U/N Reef,12-036,143.83262634,-12.04166603
Wishbone Reef,12-037,143.96459961,-12.065135
U/N Reef,12-038a,143.90919495,-12.05406475
U/N Reef,12-038b,143.93292236,-12.05772018
U/N Reef,12-039,143.81755066,-12.0514822
U/N Reef,12-040,143.81138611,-12.07230663
U/N Reef,12-041,143.54904175,-12.05761147
U/N Reef,12-042,143.80371094,-12.09514523
Martha Ridgway Reef (North),12-043a,143.8079834,-12.12002373
Martha Ridgway Reef (South),12-043b,143.81086731,-12.14468956
Piper Reef,12-012,143.23829651,-12.25040245
Inset Cay,12-013,143.26716614,-12.23773384
Inset Reef,12-013,143.27497864,-12.24727631
U/N Cay,12-014,143.29425049,-12.26758957
Hazel Reef,12-014,143.29975891,-12.27168751
Ada Reef,12-015,143.12567139,-12.28651428
U/N Cay,12-016,143.32182312,-12.24889565
Gallon Reef,12-016a,143.43336487,-12.31373787
Forbes Islands Reef,12-016b,143.40895081,-12.29255772
U/N Reef,12-016c,143.51319885,-12.24527168
Lion Reef,12-017,143.18287659,-12.30539131
Daniell Reef,12-018,143.19723511,-12.3118763
North Pint Patch,12-019,143.34402466,-12.33054447
South Pint Patch,12-020,143.35838318,-12.35092163
Andrew Reef,12-021,143.24212646,-12.35507584
U/N Reef,12-022,143.21583557,-12.36351585
Kangaroo Shoals,12-023,143.27355957,-12.38898468
U/N Reef,12-024,143.48176575,-12.38488674
U/N Reef,12-025,143.2840271,-12.43306541
Kemp Rocks Reef,12-026,143.36100769,-12.43950653
Quoin Reef,12-027,143.49861145,-12.4230938
U/N Cay,12-027a,143.3678894,-12.40042496
Eel Reef,12-027a,143.47608948,-12.473526
U/N Cay,12-027b,143.37104797,-12.40523911
U/N Cay,12-027c,143.43992615,-12.48937988
Dolphin Reef,12-096,143.52960205,-12.55867386
U/N Reef,12-097,143.78552246,-12.57677174
Second Small Reef,12-098,143.79449463,-12.58212376
Southern Small Detached Reef,12-099,143.86631775,-12.58349609
U/N Cay,12-100,143.69624329,-12.78116798
U/N Reef,12-100,143.71421814,-12.61429596
U/N Reef,12-101,143.81077576,-12.59930325
U/N Reef,12-044,143.78450012,-12.17187595
U/N Reef,12-045,143.78967285,-12.15825176
U/N Reef,12-046,143.80516052,-12.17167664
U/N Reef,12-047,143.79078674,-12.19427586
U/N Reef,12-048,143.78059387,-12.19409657
U/N Reef,12-049,143.81027222,-12.20488834
U/N Reef,12-050,143.82194519,-12.2100687
U/N Reef,12-051,143.79431152,-12.20841408
William Reef (East),12-052a,143.85296631,-12.22222042
William Reef (West),12-052b,143.84992981,-12.22099686
Henry Reef,12-053,143.81919861,-12.22263622
Lloyds Reef,12-054,143.8742218,-12.24046326
U/N Reef,12-055a,143.89958191,-12.24290276
U/N Reef,12-055b,143.89024353,-12.24686527
Mantis Reef,12-056,143.89825439,-12.28798294
Black Rocks,12-056,143.94075012,-12.20588779
U/N Reef,12-057,143.64306641,-12.31495285
Ferguson Reef,12-058,143.82704163,-12.34038258
U/N Reef,12-059,143.79122925,-12.3640871
U/N Reef,12-060,143.61051941,-12.3814621
Lagoon Reef,12-061,143.75706482,-12.38443565
U/N Reef,12-062,143.74711609,-12.41181946
U/N Reef,12-063,143.76644897,-12.41186237
U/N Reef,12-064,143.63339233,-12.40263271
U/N Reef,12-065,143.56796265,-12.42260838
U/N Reef,12-066,143.63214111,-12.41675472
Northern Small Detached Reef,12-067,143.84637451,-12.41513443
U/N Reef,12-068,143.75128174,-12.43705273
U/N Reef,12-069,143.76272583,-12.4656105
U/N Reef,12-070,143.75871277,-12.483531
U/N Reef,12-071,143.77137756,-12.48882198
U/N Cay,12-072,143.39183044,-12.5213623
Middle Reef,12-072,143.39012146,-12.51870823
Pigeon Reef,12-073,143.29045105,-12.5129776
Blue Bell Rocks,12-074,143.37239075,-12.51623631
U/N Reef,12-075,143.32258606,-12.55555058
Rocky Island Reef,12-076,143.39006042,-12.58631897
U/N Reef,12-077,143.43490601,-12.6125288
Restoration Island Reef,12-078,143.44673157,-12.62329578
Old Man Rock,12-078,143.44400024,-12.62817097
Restoration Rock,12-079,143.46333313,-12.62265682
U/N Reef,12-080,143.4180603,-12.64875221
Edward Shoal,12-081,143.4499054,-12.65841198
U/N Reef,12-082,143.42227173,-12.66237068
U/N Reef,12-083,143.39558411,-12.71177101
Lloyd Island Reef,12-084,143.39788818,-12.75452995
Hazelgrove Reefs,12-085,143.48176575,-12.75479412
U/N Cay,12-085a,143.47581482,-12.75499344
U/N Cay,12-085b,143.48156738,-12.75479221
U/N Cay,12-085c,143.4861908,-12.75285339
May Reef,12-086,143.46621704,-12.77821445
U/N Reef,12-087,143.36885071,-12.77748299
Sunter Reef,12-088,143.4127655,-12.77997589
U/N Cay,12-089,143.48509216,-12.78234482
Exit Reef,12-089,143.48699951,-12.78309822
Jackson Rock,12-090,143.48016357,-12.79759884
Waight Bank,12-091,143.44172668,-12.81111717
U/N Reef,12-092,143.77087402,-12.51905155
Bunker Reef,12-093,143.60488892,-12.52017689
Long Sandy Reef,12-094,143.79371643,-12.53452587
U/N Reef,12-095,143.77828979,-12.56860256
Sunk Reef,12-122,143.64582825,-12.84803772
U/N Reef,12-123,143.79393005,-12.86832905
U/N Reef,12-124,143.59828186,-12.87885857
U/N Cay,12-124a,143.59666443,-12.8776722
U/N Cay,12-124b,143.59875488,-12.88053703
Rocky Island Reef,12-125,143.55001831,-12.88636208
Frederick Patches,12-126,143.62652588,-12.87858677
U/N Reef,12-127,143.81987,-12.89378929
Ashton Rock,12-128,143.56211853,-12.89958191
Chapman Reef,12-129,143.60002136,-12.88673019
U/N Cay,12-129a,143.59725952,-12.88454437
U/N Cay,12-129b,143.59899902,-12.88865089
U/N Reef,12-130,143.76846313,-12.9338789
U/N Reef,12-131,143.51725769,-12.92143154
Allen Reef,12-132,143.5383606,-12.92708874
U/N Cay,12-133,143.65739441,-12.93000698
U/N Reef,12-133,143.65361023,-12.92910957
U/N Reef,12-134,143.8240509,-12.93371105
U/N Reef,12-135,143.81663513,-12.9485178
Hammond Reef,12-136,143.54750061,-12.94077492
U/N Cay,12-137,143.82058716,-12.95856285
U/N Reef,12-137,143.82859802,-12.96533298
U/N Reef,12-138,143.55097961,-12.96508121
U/N Reef,12-139,143.69265747,-12.95187187
U/N Rock,12-140,143.65603638,-12.97864628
U/N Reef,12-141,143.8293457,-12.98416328
Curd Reef,12-102,143.54925537,-12.58115005
U/N Reef,12-103,143.81242371,-12.61740971
Log Reef (North),12-104,143.83570862,-12.63453674
Burke Reef,12-105,143.56344604,-12.63278866
Tannadice Shoal,12-106,143.52445984,-12.66204357
Log Reef (South),12-107,143.84440613,-12.68454933
U/N Reef,12-108,143.81358337,-12.69575787
U/N Reef,12-109,143.82250977,-12.69107914
U/N Reef,12-110,143.81051636,-12.70535374
First Small Reef,12-111,143.8079071,-12.72177219
U/N Cay,12-112,143.57373047,-12.70348263
Ape Reef,12-112,143.61979675,-12.69607735
U/N Reef,12-113,143.79234314,-12.74603176
U/N Reef,12-114,143.81338501,-12.75754356
Zenith Reef,12-115,143.61302185,-12.76817226
U/N Reef,12-116,143.80245972,-12.79762459
U/N Cay,12-116a,143.79135132,-12.79199791
U/N Cay,12-116b,143.81201172,-12.79775143
Halloran Rock,12-117,143.59970093,-12.79293442
Bligh Reef,12-118,143.83557129,-12.83273792
Wye Reef,12-119,143.61532593,-12.81010723
Lansdown Reef,12-120,143.54605103,-12.81497765
U/N Reef,12-121,143.74467468,-12.83938408
Throne Shoals,13-036,143.73945618,-13.23858547
U/N Reef,13-037,143.93484497,-13.25001907
U/N Reef,13-038,143.69070435,-13.25749207
Parry Rock,13-039,143.63479614,-13.24970627
U/N Reef,13-040,143.94644165,-13.27411175
Celebration Reef,13-041,143.69355774,-13.27611446
U/N Reef,12-142,143.72393799,-12.99467945
Cat Reef,12-143,143.84963989,-12.9975729
U/N Reef,12-144,143.53410339,-12.98553848
Sherrard Reef,12-145,143.61448669,-12.98971653
U/N Reef,12-146,143.68843079,-12.99503136
May Rock,12-147,143.54632568,-12.84183025
U/N Reef,12-148,143.6544342,-12.97354221
U/N Reef,12-149,143.76841736,-12.50892353
U/N Reef,12-150,143.80715942,-12.16355133
U/N Reef,12-151,143.8870697,-12.03110409
U/N Reef,12-152,143.89718628,-12.03328896
U/N Reef,12-038c,143.92573547,-12.06112289
U/N Reef,12-154,143.93013,-12.04652214
U/N Reef,13-001,143.79154968,-13.02382946
U/N Cay,13-002,143.85169983,-13.02326488
Derry Reef,13-002,143.85891724,-13.02247143
Dugdale Rock,13-003,143.57653809,-13.03978062
Wasp Reef,13-004,143.53987122,-13.0296793
U/N Cay,13-005,143.86553955,-13.04001617
Ham Reef,13-005,143.87171936,-13.03850269
Osborne Reef,13-006,143.62623596,-13.04178429
U/N Reef,13-007,143.51351929,-13.03212833
MacNamara Patch,13-008,143.64311218,-13.05144787
Wilsen Shoal,13-009,143.86651611,-13.05327892
U/N Reef,13-010a,143.8795166,-13.06145287
U/N Reef,13-010b,143.88249207,-13.06604958
U/N Reef,13-011,143.81900024,-13.06639957
Stork Reef,13-012,143.55630493,-13.06491184
U/N Reef,13-013,143.5241394,-13.07648087
U/N Reef,13-014,143.69717407,-13.07054424
Franklin Reef,13-015,143.8979187,-13.0757618
U/N Reef,13-016a,143.91610718,-13.07932472
U/N Reef,13-016b,143.9216156,-13.08295822
U/N Reef,13-017a,143.93818665,-13.07644463
U/N Reef,13-017b,143.92900085,-13.07925606
U/N Reef,13-017c,143.93434143,-13.07928085
Morris Rock,13-018,143.62030029,-13.08717346
U/N Reef,13-019,143.50831604,-13.11062717
Sykes Reef,13-020,143.55810547,-13.10892296
Colclough Reef,13-021,143.72366333,-13.10724926
New Reef,13-022,143.65786743,-13.11120987
Dart Shoal,13-023,143.74864197,-13.13865376
Glennie Reef,13-024,143.64208984,-13.15210152
U/N Cay,13-025,143.61750793,-13.15332508
Waterwitch Reef,13-025,143.61578369,-13.15098572
Gertrude Reef,13-026,143.6608429,-13.16221333
U/N Cay,13-027,143.77580261,-13.16117573
Jubilee Reef,13-027,143.76197815,-13.16965389
Tijou Reef,13-028,143.95910645,-13.15960598
U/N Reef,13-029,143.52243042,-13.17112064
U/N Reef,13-030,143.55076599,-13.1765604
Night Reef,13-031,143.57391357,-13.18373013
Diamond Reign Reefs,13-032,143.6945343,-13.20453548
U/N Reef,13-033,143.87649536,-13.19607353
Binstead Reef,13-034,143.57070923,-13.21789646
U/N Reef,13-035,143.81007385,-13.1864481
Hedley Reef,17-014,146.48373413,-17.22857094
Jackson Patches,17-015,146.30291748,-17.27947807
Virginia Chadwick Reef,18-016,146.83854675,-18.00399208
Reg Ward Reef,18-017,146.7850647,-18.03201485
Otter Reef,18-018,146.55886841,-18.05222702
Undine Reef (West),16-020a,145.68716431,-16.12334633
Undine Reef (East),16-020b,145.77542114,-16.11724091
Pratt Rock,16-021,145.62593079,-16.14758492
U/N Reef,16-022a,145.64532471,-16.17426491
U/N Reef,16-022b,145.63711548,-16.18397331
Rudder Reef,16-023,145.69342041,-16.19220161
Chinaman Reef,16-024,145.79154968,-16.21309662
Moore Reef,16-071,146.21296692,-16.87431526
North West Reef,16-072,146.38887024,-16.87688828
Elford Reef,16-073,146.24856567,-16.9116478
Briggs Reef,16-074,146.20672607,-16.93803215
Channel Reef,16-075,146.44483948,-16.94465446
U/N Reef,16-076,146.48439026,-16.96920013
McCulloch Reef (No 1),17-016a,146.44169617,-17.28788376
McCulloch Reef (No 2),17-016b,146.46572876,-17.27497292
Gibson Reef,17-017,146.35955811,-17.30199242
Howie Reef,17-018a,146.38508606,-17.39389038
Barnett Patches,18-019,146.85308838,-18.06010437
Duncan Reef,18-020,146.78665161,-18.08373451
U/N Reef,18-021,146.74819946,-18.1065979
U/N Reef,18-022,146.7663269,-18.11701775
Opal Reef,16-025,145.8896637,-16.22089005
Tongue Reef,16-026,145.79255676,-16.3209343
U/N Reef,16-027,145.76490784,-16.35203362
Low Islands Reef,16-028,145.56443787,-16.38615227
U/N Reef,16-077,146.44882202,-16.97599411
U/N Reef,16-078,146.48483276,-16.98526192
Outer Shoal,16-079,146.51507568,-16.99359322
Korea Reef,16-080,145.55314636,-16.55483627
Yule Reef,16-081,145.53016663,-16.56002045
Garioch Reef,16-082,145.5319519,-16.59369659
U/N Reef,16-083,145.47216797,-16.08251381
U/N Reef,16-084,145.47041321,-16.08415604
Arthur Patches,17-018b,146.33929443,-17.38754654
The Sisters,17-019,146.07565308,-17.42285728
U/N Reef,17-020a,146.47888184,-17.44583511
U/N Reef,17-020b,146.46034241,-17.42903519
U/N Reef,17-021a,146.45480347,-17.45402145
U/N Reef,17-021b,146.46295166,-17.44804764
The Twins (No 1),17-022a,146.08575439,-17.47964478
The Twins (No 2),17-022b,146.1174469,-17.47822189
Cayley Reef,17-023,146.45716858,-17.47678375
U/N Reef,18-023,146.96673584,-18.13350868
Britomart Reef,18-024,146.72647095,-18.22864151
U/N Cay,18-024a,146.7986145,-18.20337105
U/N Cay,18-024b,146.83155823,-18.21835136
U/N Reef,18-025,146.89807129,-18.26096916
Batt Reef,16-029,145.76745605,-16.41407585
Norman Reef,16-030,145.99674988,-16.42810822
Satellite Reef,16-031,145.68730164,-16.44052315
Saxon Reef,16-032,145.99028015,-16.46511841
Linden Bank,16-033,146.00245667,-16.30648041
Spur Reef,16-034,146.0460968,-16.40460777
U/N Reef,16-085,145.46887207,-16.08757019
U/N Reef,16-086,145.45835876,-16.20626259
U/N Reef,16-087,145.47631836,-16.24609375
U/N Reef,16-088,145.42318726,-16.35323715
Peart Reef,17-024,146.39112854,-17.48226547
U/N Reef,17-025,146.49345398,-17.10015869
U/N Reef,17-026,146.57058716,-17.1390152
Raaf Shoals,17-027,146.54182434,-17.19096756
Publican Shoals (North),17-028,146.5458374,-17.26599693
Mustard Patches (North),17-029a,146.60868835,-17.26187134
Mustard Patches (South),17-029b,146.6104126,-17.28635788
Walker Reef,18-026,146.74464417,-18.32501411
Trunk Reef,18-027,146.83181763,-18.35411644
U/N Reef,18-028,146.76261902,-18.38663483
Bramble Reef,18-029,146.7061615,-18.4081955
Kelso Reef,18-030,146.99006653,-18.43645859
Little Kelso Reef,18-031,146.99305725,-18.46914101
Onyx Reef,16-035,146.06616211,-16.43915176
Nicholas Reef,16-036,146.10127258,-16.49350739
Wentworth Reef,16-037,145.5234375,-16.51718712
Egmont Reef,16-038,145.5365448,-16.5225029
Alexandra Reefs (No 1),16-039a,145.49737549,-16.53168678
Alexandra Reefs (No 2),16-039b,145.50724792,-16.55913925
Pixie Reef,16-040,145.86245728,-16.54697227
Jorgensen Patch,16-041,145.95326233,-16.543293
U/N Reef,16-089,145.53175354,-16.60761452
U/N Reef,16-090,145.53900146,-16.61586761
U/N Reef,16-091,145.58450317,-16.68771362
U/N Reef,16-092,145.60694885,-16.6950264
U/N Reef,16-093,145.6289978,-16.7054882
U/N Reef,16-094,145.69358826,-16.77615166
U/N Reef,16-095,145.91546631,-16.86530304
Publican Shoals (South),17-030,146.54396057,-17.3102417
U/N Reef,17-031,146.53456116,-17.3541832
Wardle Reef,17-032,146.55096436,-17.42048264
U/N Reef,17-033,146.50921631,-17.44282341
Feather Reef,17-034,146.37722778,-17.5328598
Nathan Reef,17-035,146.51774597,-17.52473259
U/N Reef,15-059b,145.36730957,-15.77482986
U/N Reef,15-059c,145.36042786,-15.78462887
U/N Reef,15-059d,145.35699463,-15.79674625
U/N Island,15-059e,145.36286926,-15.77929115
Ottaway Patch,15-060,145.42945862,-15.7069149
Stonor Patch,15-061,145.43852234,-15.70634937
Delius Patch,15-062,145.40498352,-15.70987797
Gubbins Reef,15-063,145.395401,-15.70949268
Breaking Patches,16-042,145.98020935,-16.58157539
Oyster Reef,16-043a,145.93276978,-16.63996506
U/N Reef,16-043b,145.94850159,-16.61779404
Vlasoff Cay,16-044,145.99024963,-16.65522385
U/N Reef,16-044a,145.9728241,-16.64641571
Vlasoff Reef,16-044b,145.99284363,-16.65520287
Unity Reef (No 1),16-045a,145.5710144,-16.6575222
Unity Reef (No 2),16-045b,145.58137512,-16.65455818
Upolu Cay,16-046,145.93470764,-16.67285919
U/N Reef,16-096,145.91693115,-16.86454391
U/N Reef,16-097,145.91851807,-16.86402893
U/N Reef,16-098,145.92149353,-16.86506271
U/N Reef,16-099,145.92559814,-16.86551666
Meaburn Rock,17-036,146.1619873,-17.5713253
Hall-Thompson Reef,17-037,146.45721436,-17.60943413
Surprise Shoal,17-038,146.4188385,-17.60771561
U/N Reef,17-039,146.14398193,-17.64087868
Lindquist Reef,17-040,146.15814209,-17.65419388
Goudge Bank,17-041,146.38218689,-17.66228104
Hope Islands Reef (West),15-064,145.43962097,-15.73865223
Hope Islands Reef (East),15-065,145.45783997,-15.73295879
U/N Reef,15-066,145.40048218,-15.94005394
U/N Reef,15-067,145.36825562,-15.91904354
Upolu Reef,16-046,145.93695068,-16.67423248
Double Island Reef,16-047,145.684021,-16.72931671
U/N Reef,16-100,145.93011475,-16.8683548
U/N Reef,16-102,145.93223572,-16.87058449
U/N Reef,16-103,145.93392944,-16.87251663
U/N Reef,16-104,145.9347229,-16.87400627
Adelaide Reef,17-042,146.47129822,-17.65380287
Jessie-Kent Reef,17-043a,146.17663574,-17.67463112
Bresnahan Reef,17-043b,146.16903687,-17.66718864
Hutchison Reef,17-043c,146.16906738,-17.67407036
Ellison Reef,17-044,146.39360046,-17.72225189
Lake Reef,15-068,145.39460754,-15.91630745
U/N Reef,15-069,145.43632507,-15.99325752
Vicki Harriott Reef,15-070,145.61799622,-15.50250721
U/N Cay,15-071,145.5284729,-15.51142788
U/N Reef,15-071a,145.53417969,-15.51265526
U/N Reef,15-071b,145.54612732,-15.50568676
U/N Reef,15-071c,145.57022095,-15.51049137
U/N Reef,15-072,145.77909851,-15.51498699
U/N Reef,15-073,145.78114319,-15.52941322
U/N Reef,15-074,145.6408844,-15.5353241
Haycock Reef,16-048,145.68785095,-16.73412514
U/N Reef,16-105,145.93614197,-16.87537575
U/N Reef,16-106,145.93930054,-16.8783989
U/N Reef,16-107,145.94337463,-16.88157845
U/N Reef,16-108,145.95120239,-16.89015961
U/N Reef,17-045,146.1065979,-17.72477722
Sisters-Stephens Reef,17-046,146.15362549,-17.7495575
U/N Cay,17-047,146.4289093,-17.77468491
Eddy Reef,17-047,146.43510437,-17.77425957
King Reefs,17-048,146.1231842,-17.77316666
U/N Reef,17-049,146.10464478,-17.81072426
U/N Reef,17-050,146.10282898,-17.83411789
U/N Cay,17-051,146.48683167,-17.83820534
Ribbon No 2 Reef (No 1),15-075a,145.79620361,-15.55718899
Ribbon No 2 Reef (No 2),15-075b,145.7809906,-15.53843307
Ribbon No 2 Reef (No 3),15-075c,145.77827454,-15.57324219
U/N Reef,15-076,145.59341431,-15.56106091
U/N Reef,15-077,145.64950562,-15.55839443
Osterlund Reef,15-078,145.53218079,-15.55632114
U/N Reef,15-079,145.76783752,-15.59501457
Green Island Reef,16-049,145.99865723,-16.76707268
Rocky Island Reef,16-051b,145.89447021,-16.88667107
U/N Reef,16-109,145.95452881,-16.89111137
U/N Reef,16-110,145.95599365,-16.89401436
U/N Reef,16-111,145.93399048,-16.93640327
U/N Reef,16-112,145.92599487,-16.95465088
U/N Reef,16-113,145.9080658,-16.97270775
Beaver Reef,17-051,146.4835968,-17.84960938
U/N Reef,17-052,146.11682129,-17.85595131
Stingaree Reefs,17-053,146.15113831,-17.95157051
U/N Reef,17-054,146.13896179,-17.96398163
Thorpe (Timana) Reef,17-055,146.13597107,-17.97660637
Ribbon No 1 Reef,15-080,145.80508423,-15.60583305
Rosser Reef,15-081,145.51507568,-15.60728073
U/N Cay,15-082,145.63575745,-15.61776161
Emily Reef,15-082,145.62632751,-15.60594273
Gill Patches,15-083,145.50814819,-15.62998772
Irene Reef,15-084,145.71505737,-15.64757061
Lena Reef,15-085,145.80799866,-15.64650345
Rocky Island Reef,16-051a,145.89472961,-16.88350105
U/N Reef,16-052,145.95626831,-16.89982986
U/N Reef,16-053,145.94859314,-16.9084053
Fitzroy Island Reef (No 1),16-054a,145.99356079,-16.92498398
U/N Reef,16-800,146.07539368,-16.60452271
U/N Reef,16-801,145.89982605,-16.99464607
Sudbury Cay,17-001,146.15167236,-16.9532547
Sudbury Reef (No 1),17-001a,146.2049408,-16.99837875
U/N Reef,17-056,146.09968567,-17.96943283
Gilbey Reef,17-057,146.57826233,-17.58052826
Armistice Reef,17-058,146.71542358,-17.66964531
Potter Reef (No 1),17-059a,146.54440308,-17.69752693
Potter Reef (No 2),17-059b,146.55450439,-17.72473907
Potter Reef (No 3),17-059c,146.57209778,-17.69412804
Cairns Reef,15-086,145.50866699,-15.67227173
Pearl Reef,15-087,145.80036926,-15.71876621
Ruby Reef,15-088,145.78079224,-15.74977016
Endeavour Reef,15-089,145.58180237,-15.77656364
Andersen Reef,15-090,145.80323792,-15.78924942
U/N Reef,15-091a,145.77516174,-15.81139946
