GBR_NAME,LABEL_ID,X_COORD,Y_COORD
Anzac Reefs (No 4),18-092,147.94596863,-18.75042152
Anzac Reefs (No 5),18-093,147.93412781,-18.76456451
Anzac Reefs (No 6),18-094,147.8735199,-18.77412605
Hope Reef,19-046,148.43589783,-19.32163239
Charity Reef,19-047,148.33796692,-19.36690331
Old Reef,19-048,148.08943176,-19.38344193
Lynx Reef,19-049,148.56391907,-19.03156471
Leopard Reef,19-050,148.69210815,-19.0863533
U/N Reef,19-051,148.68882751,-19.11245728
U/N Reef,19-052,148.90682983,-19.1192894
U/N Reef,19-125,149.41349792,-19.58921623
U/N Reef,19-126,149.4180603,-19.64511299
Block Reef,19-127,149.3734436,-19.69941521
U/N Cay,19-127a,149.39414978,-19.6801815
U/N Cay,19-127b,149.35322571,-19.69358063
Line Reef,19-128,149.18353271,-19.68999863
U/N Reef,19-129,149.30276489,-19.75041771
U/N Reef,20-608,150.5904541,-20.05313492
U/N Reef,20-609,150.60531616,-20.10505867
U/N Reef,20-610,150.61213684,-20.02293968
U/N Reef,20-611,150.61270142,-20.10313225
U/N Reef,20-612,150.61543274,-20.07840347
U/N Reef,20-613,150.62149048,-20.10549545
U/N Reef,20-614,150.6337738,-20.10962868
U/N Reef,20-615,150.64399719,-20.07323074
U/N Reef,20-616,150.64480591,-20.09158707
U/N Reef,20-617,150.6627655,-20.14331055
U/N Reef,20-618,150.67626953,-20.15525246
U/N Reef,20-619,150.68218994,-20.14110184
Hull Reef,21-045,149.88398743,-21.46553802
Elamang Reef,21-046,149.66429138,-21.47134399
Still Reef,21-047,149.92475891,-21.47615433
Henderson Reef,21-048,149.91114807,-21.48144341
U/N Reef,20-342,150.95428467,-20.76789093
U/N Reef,20-343,150.90751648,-20.76881027
U/N Reef,20-344,150.89642334,-20.78035736
U/N Reef,20-345,150.81411743,-20.79827118
U/N Reef,20-346,150.89346313,-20.8062191
U/N Reef,20-347,150.98609924,-20.86349106
U/N Reef,20-348,150.95317078,-20.88706779
U/N Reef,20-349,150.62315369,-20.90464211
U/N Reef,20-350,151.00337219,-20.83214569
U/N Reef,20-444,152.17593384,-20.92093468
U/N Reef,20-445,152.21174622,-20.91632843
U/N Reef,20-446,152.22273254,-20.92043114
U/N Reef,20-447,152.22897339,-20.94096184
U/N Reef,20-448,152.23457336,-20.92226219
U/N Reef,20-449,152.24623108,-20.92517471
U/N Reef,20-450,152.25849915,-20.93284798
U/N Reef,20-451,152.32730103,-20.96430588
U/N Reef,20-620,148.54473877,-20.07486534
U/N Reef,20-621,148.55419922,-20.07240105
U/N Reef,20-622,148.55513,-20.09395027
U/N Reef,20-623,148.65159607,-20.21060181
U/N Reef,20-624,148.66513062,-20.21146011
U/N Reef,20-625,148.66650391,-20.19644928
Keelan Reef,21-049,149.9203949,-21.4895401
Noel Reef,21-050,149.89349365,-21.49390602
Penn Reef,21-051,149.92967224,-21.49528885
Digby Reef,21-052,149.91355896,-21.49962997
U/N Cay,21-053,150.0816803,-21.02111626
Pompey Reef (No 1),20-351a,150.53518677,-20.9407692
Pompey Reef (No 2),20-351b,150.52845764,-20.98368073
Pompey Reef (No 3),20-351c,150.52096558,-21.01173019
U/N Reef,20-352,150.65899658,-20.95217323
U/N Reef,20-353,150.91795349,-20.96454239
U/N Reef,20-452,150.51475525,-20.18414879
U/N Reef,20-453,150.55622864,-20.35976982
U/N Reef,20-454,150.55969238,-20.32524681
U/N Reef,20-455,150.56265259,-20.32019615
U/N Reef,20-456,150.57772827,-20.4428997
U/N Reef,20-457,150.58520508,-20.21082687
U/N Reef,20-458,150.58978271,-20.44947815
U/N Reef,20-459,150.59481812,-20.37755775
U/N Reef,20-460,150.60174561,-20.58701515
U/N Reef,20-626,148.67433167,-20.18635941
U/N Reef,20-628,148.77580261,-20.25955772
U/N Reef,20-629,148.78921509,-20.27570343
Sandpiper Reef,21-053,150.08183289,-21.02591896
Prince Reef,21-054,150.25622559,-21.06552696
Alarm Reef,21-055,150.23887634,-21.11513329
U/N Reef,21-056a,150.5085907,-21.05124092
U/N Reef,21-056b,150.45472717,-21.07901001
U/N Reef,20-354,150.95201111,-20.97310638
U/N Reef,20-355,151.01493835,-20.53880119
U/N Reef,20-356,151.08761597,-20.53092194
U/N Reef,20-357,151.00131226,-20.61915016
U/N Reef,20-358,151.03184509,-20.63998795
U/N Reef,20-359,151.04504395,-20.65534019
U/N Reef,20-360,151.01408386,-20.67880058
U/N Reef,20-361,150.9949646,-20.69497871
U/N Reef,20-362,151.03617859,-20.68518829
U/N Reef,20-363,151.0743103,-20.66946983
U/N Reef,20-461,150.60600281,-20.2727375
U/N Reef,20-462,150.6085968,-20.32735062
U/N Reef,20-463,150.63018799,-20.44201088
U/N Reef,20-464,150.63145447,-20.37263298
U/N Reef,20-465,150.6325531,-20.38067055
U/N Reef,20-466,150.63529968,-20.26913643
U/N Reef,20-467,150.63607788,-20.37752151
U/N Reef,20-468,150.63743591,-20.23855591
U/N Reef,20-469,150.65040588,-20.49994469
U/N Reef,20-470,150.67713928,-20.47095871
U/N Reef,20-471,150.67860413,-20.48099518
U/N Reef,20-630,148.79733276,-20.27743721
U/N Reef,20-631,148.81994629,-20.33912468
U/N Island,20-635,148.88920593,-20.49120522
U/N Reef,20-636,148.90036011,-20.47769928
U/N Reef,20-637,148.90539551,-20.50421715
U/N Reef,21-056c,150.42358398,-21.05682755
U/N Reef,21-056d,150.48957825,-21.04085922
U/N Reef,21-057,150.48146057,-21.12298584
Vernon Rocks Reef,21-058,150.3092804,-21.46756744
Vernon Rocks (No 1),21-058a,150.30917358,-21.4675045
Vernon Rocks (No 2),21-058b,150.3086853,-21.47240067
U/N Reef,20-364,151.08856201,-20.69314384
U/N Reef,20-365,151.06295776,-20.69101715
U/N Reef,20-366,151.11099243,-20.71712112
U/N Reef,20-367,151.15357971,-20.7178154
U/N Reef,20-368,151.15126038,-20.73327637
Cockatoo Reef (No 1),20-369a,151.01576233,-20.74736214
Cockatoo Reef (No 2),20-369b,150.99488831,-20.70257759
Cockatoo Reef (No 3),20-369c,151.04144287,-20.71847916
Cockatoo Reef (No 4),20-369d,151.04820251,-20.72468758
Rip Cay,20-370,151.07514954,-20.84317589
U/N Reef,20-472,150.68087769,-20.24599648
U/N Reef,20-473,150.69012451,-20.48028755
U/N Reef,20-474,150.69316101,-20.46883392
U/N Reef,20-475,150.69999695,-20.17978096
U/N Reef,20-476,150.70730591,-20.46684074
U/N Reef,20-477,150.71562195,-20.52830124
U/N Reef,20-478,150.72010803,-20.46941948
U/N Reef,20-479,150.72210693,-20.62629128
U/N Reef,20-480,150.72412109,-20.22906494
Devereux Rock,20-408,149.31427002,-20.80605125
U/N Reef,20-638,148.91673279,-20.53463364
U/N Reef,20-642,148.93348694,-20.3204937
U/N Rock,20-644,149.13363647,-20.55183411
U/N Reef,20-800,149.98268127,-20.30686188
(Big) Stevens Reef,20-295,150.12597656,-20.57020569
Liff Reef,20-296,150.24191284,-20.51556396
U/N Cay,20-297,150.3775177,-20.53088951
Creal Reef,20-297,150.38142395,-20.53423691
U/N Cay,20-298,150.3572998,-20.61982155
Rip Reef,20-370a,151.06796265,-20.80563736
U/N Reef,20-370b,151.05781555,-20.88191795
U/N Reef,20-371,151.08732605,-20.80488396
U/N Reef,20-372,151.19795227,-20.76546669
U/N Reef,20-373,151.19706726,-20.77748299
U/N Reef,20-374,151.15711975,-20.79952049
U/N Reef,20-375,151.00276184,-20.81661987
U/N Reef,20-481,150.73225403,-20.21859932
U/N Reef,20-482,150.7336731,-20.46549034
U/N Reef,20-483,150.73698425,-20.42467499
U/N Reef,20-484,150.73745728,-20.2263031
U/N Reef,20-485,150.73765564,-20.43253517
U/N Reef,20-486,150.74639893,-20.35470009
U/N Reef,20-487,150.74743652,-20.41424179
U/N Reef,20-488,150.75558472,-20.44333839
U/N Reef,20-489,150.76071167,-20.4205246
U/N Reef,20-490,150.7641449,-20.40253448
Martin Islet Reef,20-803,149.068573,-20.28569221
Frith Rock,20-804,149.05883789,-20.3105278
Warland Reef,20-298,150.38172913,-20.60163498
U/N Cay,20-299,150.45553589,-20.61001968
U/N Reef,20-299a,150.43440247,-20.60325623
U/N Reef,20-299b,150.38963318,-20.64429283
U/N Reef,20-376,151.18582153,-20.86876297
Olympic Reef,20-377,151.22941589,-20.84253693
U/N Reef,20-378a,151.24801636,-20.86843872
U/N Reef,20-378b,151.23944092,-20.92861366
U/N Reef,20-491,150.76615906,-20.15852928
U/N Reef,20-492,150.76966858,-20.40394783
U/N Reef,20-493,150.77006531,-20.20286369
U/N Reef,20-494,150.77278137,-20.70088959
U/N Reef,20-495,150.77822876,-20.45646095
U/N Reef,20-496,150.77981567,-20.70519066
U/N Reef,20-497,150.77983093,-20.57594681
U/N Rock,20-814,148.50566101,-20.07811356
Datum Rock,20-815,148.62854004,-20.18758392
U/N Rock,20-817,149.03897095,-20.18351173
Minstrel Rocks (No 1),20-821a,149.06967163,-20.15044022
Minstrel Rocks (No 2),20-821b,149.06999207,-20.15061378
Southampton Reef,20-299c,150.45018005,-20.64879608
Briggs Reef (No 1),20-299d,150.45161438,-20.68408012
Briggs Reef (No 2),20-299e,150.45111084,-20.67592812
Briggs Reef (No 3),20-299f,150.44659424,-20.68468094
Briggs Reef (No 4),20-299g,150.44894409,-20.68940353
U/N Reef,20-299h,150.45669556,-20.68958282
U/N Reef,20-299j,150.46110535,-20.69063568
U/N Reef,20-379,151.19142151,-20.90111923
U/N Reef,20-380,151.04281616,-20.91514969
U/N Reef,20-381,151.33424377,-20.83993912
U/N Reef,20-382,151.30485535,-20.88574791
U/N Reef,20-383,151.21084595,-20.93144608
U/N Reef,20-384,151.20602417,-20.89480209
U/N Reef,20-385,151.32629395,-20.94240761
U/N Reef,20-498,150.78256226,-20.41401482
U/N Reef,20-499,150.79714966,-20.20373344
U/N Reef,20-500,150.79832458,-20.56061745
U/N Reef,20-501,150.80343628,-20.3007412
U/N Reef,20-502,150.84185791,-20.59078407
U/N Reef,20-503,150.84187317,-20.24764824
U/N Reef,20-504,150.85157776,-20.26314926
U/N Reef,20-505,150.87559509,-20.59356499
U/N Reef,20-506,150.87902832,-20.58362961
Minstrel Rocks (No 3),20-821c,149.0712738,-20.15079308
Minstrel Rocks (No 4),20-821d,149.07211304,-20.15108871
U/N Rock,20-825,148.86912537,-20.36997986
U/N Reef,20-826,148.96473694,-20.36758232
U/N Rock,20-826,148.96528625,-20.36780548
U/N Reef,20-827,148.96308899,-20.36922455
U/N Rock,20-827,148.96362305,-20.3693161
U/N Rock,20-828a,149.00758362,-20.41950798
U/N Rock,20-829,149.01525879,-20.42254448
U/N Reef,20-830,148.8915863,-20.48501778
U/N Rock,20-830,148.89111328,-20.48496437
U/N Reef,20-300,150.46575928,-20.63415337
Cole Reefs (No2),20-301a,150.23072815,-20.6812706
Cole Reefs (No3),20-301b,150.28713989,-20.65514565
Cole Reefs (No1),20-302,150.18609619,-20.70088959
U/N Reef,20-303,150.41532898,-20.68364525
U/N Reef,20-386,151.18351746,-20.96024895
U/N Reef,20-387,151.24668884,-20.97012901
U/N Reef,20-388a,151.35620117,-20.95941734
U/N Reef,20-388b,151.34489441,-21.01217842
U/N Reef,20-388c,151.33882141,-20.9841404
U/N Reef,20-389,151.40336609,-20.96608734
U/N Reef,20-390,151.30265808,-20.98554993
U/N Reef,20-507,150.8793335,-20.30348587
U/N Reef,20-508,150.89068604,-20.64827156
U/N Reef,20-509,150.89207458,-20.62711716
U/N Reef,20-510,150.89251709,-20.63371086
U/N Reef,20198,150.89404297,-20.43728828
U/N Reef,20-512,150.89437866,-20.57236481
U/N Reef,20-513,150.89878845,-20.64043999
U/N Rock,20-833,149.04179382,-20.51140594
Platypus Rock,20-834,149.03842163,-20.52074623
U/N Rock,20-837,149.06480408,-20.61762047
U/N Rock,20-841,149.19909668,-20.69844246
U/N Rock,20-843,149.04920959,-20.91952324
U/N Rock,20-844,149.05775452,-20.92086411
U/N Rock,20-846,149.16766357,-20.9918232
U/N Rock,20-847,149.43992615,-20.90091515
U/N Reef,20-854,149.94174194,-20.04980278
U/N Rock,21-001,149.19625854,-21.03881073
Oom Shoal,21-002,149.30378723,-21.05428314
Slade Rock,21-003,149.23852539,-21.08598709
Slade (Oyster) Island Reef,21-004,149.24345398,-21.09716797
Downward Patches (No 1),21-005a,149.29124451,-21.12581825
McIntyre Reef,20-304,150.4682312,-20.71710205
Goble Reefs (East),20-305,150.4846344,-20.78170204
Goble Reefs (West),20-306,150.45376587,-20.80457306
Chauvel Reefs (North),20-307,150.37608337,-20.81850624
U/N Reef,20-391,151.47769165,-20.99131012
U/N Reef,20-392,151.96899414,-20.88855743
U/N Cay,20-393,152.18080139,-20.92943764
U/N Reef,20-393,152.17993164,-20.93001175
U/N Reef,20-394,152.07206726,-20.94542694
U/N Reef,20-395,152.25144958,-20.96151733
Newell Reef,20-396,152.27848816,-20.9671917
U/N Reef,20-514,150.89953613,-20.6640892
U/N Reef,20-515,150.90023804,-20.6577301
U/N Reef,20-516,150.90068054,-20.64913177
U/N Reef,20-517,150.90887451,-20.68639565
U/N Reef,20-518,150.91062927,-20.64838219
U/N Reef,20-519,150.91371155,-20.6439476
U/N Reef,20-520,150.92817688,-20.83177948
U/N Reef,20-521,150.93312073,-20.36883736
U/N Reef,20-522,150.94854736,-20.44281387
Downward Patches (No 2),21-005b,149.29116821,-21.13578224
Downward Patches (No 3),21-005c,149.28883362,-21.14499474
Downward Patches (No 4),21-005d,149.29614258,-21.15441513
Downward Patches (No 5),21-005e,149.3164978,-21.16030502
Downward Patches (No 6),21-005f,149.28651428,-21.1625309
Downward Patches (No 7),21-005g,149.31059265,-21.17144203
Dangerous Reef,21-006,149.24497986,-21.13315773
U/N Rock,21-006a,149.24507141,-21.13224411
U/N Rock,21-006b,149.2447052,-21.13337898
U/N Rock,21-006c,149.24510193,-21.13430023
Flat Top Reef,21-007,149.23910522,-21.16073608
Taroba Rock,21-008,149.27258301,-21.1659317
Chauvel Reefs (South),20-308,150.37882996,-20.85866737
U/N Cay,20-309,150.02799988,-20.90524483
Tern Reef,20-309,150.03265381,-20.90947533
Bushy-Redbill Reef,20-310,150.08032227,-20.96219444
U/N Reef,20-397,152.395401,-20.98940277
U/N Reef,20-398,152.06420898,-20.98535919
U/N Cay,20-399,152.08706665,-20.99111366
U/N Reef,20-399,152.08602905,-20.9924736
U/N Cay,20-400,152.1129303,-20.99586105
U/N Reef,20-400,152.11026001,-21.00201988
Deliverance Bank,20-401,150.40492249,-20.01510048
Sheriff Shoal,20-402,150.14631653,-20.24425697
U/N Reef,20-523,150.95367432,-20.39195442
U/N Reef,20-524,150.96955872,-20.41433525
U/N Reef,20-527,150.98086548,-20.79942322
U/N Reef,20-531,150.98748779,-20.43544197
U/N Reef,20-540,151.01452637,-20.81394577
U/N Reef,20-543,151.02200317,-20.47303963
U/N Reef,20-545,151.03488159,-20.55537224
U/N Reef,20-546,151.03692627,-20.48509979
U/N Reef,20-548,151.05152893,-20.49710083
U/N Reef,20-370d,151.06800842,-20.86791801
Round Top Reef,21-009,149.26547241,-21.17368317
Oyster Rock,21-010,149.22250366,-21.1841259
Reichelmann Rock,21-011,149.24668884,-21.18845558
Dudgeon Ledge,21-012,149.26849365,-21.2673378
Hay Reef,21-013,149.28677368,-21.27493477
Highwater Reef,21-014,149.30187988,-21.29310036
Victor Reef,21-015,149.32537842,-21.32810211
Coral Point Reef,21-016,149.31916809,-21.37216187
U/N Reef,21-018,149.3334198,-21.41295242
U/N Reef,20-311,150.71107483,-20.51370049
U/N Reef,20-312,150.86186218,-20.51245499
U/N Reef,20-313,150.80178833,-20.52220154
U/N Reef,20-314,150.75843811,-20.52812195
U/N Reef,20-315a,150.56150818,-20.56393242
U/N Reef,20-315b,150.57614136,-20.54076958
U/N Reef,20-315c,150.59217834,-20.56747246
U/N Reef,20-316,150.75408936,-20.54816246
U/N Reef,20-317,150.72323608,-20.56340408
U/N Reef,20-318,150.77337646,-20.56638336
Pigeon Reef,20-403,148.69567871,-20.26680374
U/N Reef,20-404,149.00695801,-20.40604973
Coppersmith Reef,20-407,149.11599731,-20.59808922
U/N Reef,20-370c,151.07331848,-20.86066246
U/N Reef,20-553,151.07522583,-20.80616951
U/N Reef,20-555,151.10552979,-20.82013512
U/N Reef,20-556,151.10614014,-20.70207977
U/N Reef,20-557,151.12008667,-20.55818939
U/N Reef,20-558,150.61302185,-20.98432922
U/N Reef,20-559,150.72483826,-20.98160744
U/N Reef,20-560,151.20596313,-20.84147453
U/N Reef,20-561,151.22149658,-20.94626999
U/N Reef,20-562,151.25067139,-20.94625282
U/N Reef,20-563,151.26280212,-20.94341278
Freshwater Point Reef,21-019,149.33747864,-21.42988205
Cullen Reef,21-020,149.49171448,-21.42358971
Irving Island Reef,21-021,149.45828247,-21.45476913
Phillips Reef,21-022,149.49397278,-21.46794701
Taffy Reef,21-023,149.39144897,-21.4749527
Glendower Point Reef,21-024,149.39601135,-21.49760056
Penrith Reef,21-025,149.89796448,-21.01667213
U/N Reef,20-319,150.82226563,-20.56455612
U/N Reef,20-320,150.83853149,-20.56871796
U/N Reef,20-321,150.99772644,-20.55450821
U/N Reef,20-322,150.74586487,-20.57420349
U/N Reef,20-323,150.86479187,-20.58458519
U/N Reef,20-324,150.76675415,-20.59622574
Coppersmith Rock (No 2),20-407b,149.11610413,-20.59822273
Coppersmith Rock (No 3),20-407c,149.11598206,-20.597826
Coppersmith Rock(No 4),20-407d,149.11560059,-20.59763336
Coppersmith Rock (No 5),20-407e,149.11531067,-20.59766388
Plum Pudding Reef,20-409,148.93943787,-20.33461189
U/N Reef,20-410,151.50724792,-20.86816406
U/N Reef,20-411,151.52870178,-20.96113777
U/N Reef,20-412,151.55200195,-20.89334869
U/N Reef,20-564,151.2635498,-20.80905342
U/N Reef,20-565,151.29762268,-20.82970047
U/N Reef,20-566,151.36462402,-20.99393082
U/N Reef,20-567,151.3704071,-20.99651337
U/N Reef,20-568,151.37101746,-20.95566177
U/N Reef,20-569,151.37931824,-20.99149513
U/N Reef,20-570,151.39772034,-20.86470604
Bailey Reef,21-026,149.54754639,-21.03016663
Snare Peak Reef,21-027,149.93554688,-21.1026268
Snare Rocks (East),21-028a,149.96600342,-21.1077652
Snare Rocks (West),21-028b,149.95774841,-21.1127739
Overfall Reef,21-029,149.63008118,-21.26690483
Overfall Rock,21-029,149.62994385,-21.26660538
South Overfall Rock,21-030,149.64411926,-21.30045509
U/N Reef,20-325,150.73274231,-20.62347031
Molar Reef,20-326,150.80360413,-20.62533188
U/N Reef,20-327,150.85348511,-20.61770821
U/N Reef,20-328a,150.90185547,-20.61783409
U/N Reef,20-328b,150.91723633,-20.60783577
U/N Reef,20-413,151.56788635,-20.97740173
U/N Reef,20-414,151.58874512,-20.95644569
U/N Reef,20-415,151.6156311,-20.92254066
U/N Reef,20-416,151.65077209,-20.98627472
U/N Reef,20-417,151.66122437,-20.94258499
U/N Reef,20-418,151.66314697,-20.90677071
U/N Reef,20-419,151.70446777,-20.92920494
U/N Reef,20-420,151.72329712,-20.95382118
U/N Reef,20-421,151.73167419,-20.97829056
U/N Reef,20-422,151.76634216,-20.97468758
U/N Reef,20-571,151.40071106,-20.80971146
U/N Reef,20-572,151.44065857,-20.83052635
U/N Reef,20-573,151.4535675,-20.91462517
U/N Reef,20-574,151.45922852,-20.90550995
U/N Reef,20-575,151.4677124,-20.84673691
U/N Reef,20-576,151.47180176,-20.90851784
U/N Reef,20-577,151.47677612,-20.85103226
U/N Reef,20-578,151.4808197,-20.85873985
U/N Reef,20-579,151.33863831,-20.99990273
U/N Reef,20-580,150.44055176,-20.73745537
U/N Reef,20-581,150.45678711,-20.74164963
Prudhoe Island Reef,21-031,149.68251038,-21.31558609
Prudhoe Shoal,21-032,149.66500854,-21.32733536
Reid Reef,21-033,149.65794373,-21.37103653
Double Island Reef,21-034,149.82962036,-21.37520409
U/N Rock,21-034a,149.82713318,-21.36692619
U/N Reef,20-328c,150.91998291,-20.60360146
U/N Reef,20-328d,150.92333984,-20.60908508
U/N Reef,20-328e,150.92124939,-20.61368942
U/N Reef,20-328f,150.92050171,-20.6217823
U/N Reef,20-329,150.99299622,-20.6258564
U/N Reef,20-330,150.95521545,-20.63089561
U/N Reef,20-331,150.98155212,-20.64595985
U/N Reef,20-332,150.69894409,-20.66161537
U/N Reef,20-333,150.73539734,-20.6450882
U/N Reef,20-334,150.75244141,-20.63508606
U/N Reef,20-423,151.83525085,-20.93555069
U/N Reef,20-424,151.85232544,-20.95568848
U/N Reef,20-425,151.87095642,-20.9168663
U/N Reef,20-426,151.88716125,-20.90622902
U/N Reef,20-427,151.89633179,-20.9503479
U/N Reef,20-428,151.91262817,-20.89767838
U/N Reef,20-429,151.91775513,-20.88763618
U/N Reef,20-430,151.99798584,-20.88562012
U/N Reef,20-431,152.00146484,-20.89506721
U/N Reef,20-432,152.00643921,-20.89038467
U/N Reef,20-582,149.88685608,-20.00649834
U/N Reef,20-583,149.93470764,-20.17041779
U/N Reef,20-585,149.96046448,-20.016119
U/N Reef,20-586,149.96826172,-20.1468544
U/N Reef,20-587,149.97311401,-20.02596855
U/N Reef,20-588,150.06161499,-20.27863693
U/N Reef,20-589,150.31500244,-20.12468529
U/N Reef,20-590,150.37133789,-20.09990501
U/N Reef,20-591,150.37280273,-20.11018944
U/N Reef,20-592,150.37364197,-20.03268433
U/N Reef,20-593,150.37561035,-20.05285645
U/N Reef,20-594,150.38198853,-20.07411194
U/N Reef,20-595,150.38679504,-20.07428169
U/N Rock,21-034d,149.81674194,-21.36895943
Lloyd Shoal,21-035,149.80760193,-21.38792419
Viscount Shoals (No 1),21-036a,149.56774902,-21.41855431
Viscount Shoals (No 2),21-036b,149.60491943,-21.41143227
Viscount Shoals (No 3),21-036c,149.57620239,-21.47437286
Renou Reef,21-037,149.8213501,-21.43399429
Jack Rock,21-038,149.81123352,-21.43378639
U/N Reef,20-335,150.87376404,-20.67168617
U/N Reef,20-336,150.77612305,-20.68308258
U/N Reef,20-337,150.83422852,-20.6973896
U/N Reef,20-338,150.98252869,-20.67941666
U/N Reef,20-433,152.05332947,-20.89993668
U/N Reef,20-434,152.0632019,-20.89255142
U/N Reef,20-435,152.09536743,-20.98147583
U/N Reef,20-436,152.09779358,-20.93041801
U/N Reef,20-437,152.0980835,-20.91884804
U/N Reef,20-438,152.11157227,-20.91273308
U/N Reef,20-439,152.1171875,-20.91879845
U/N Reef,20-440,152.11880493,-20.95344162
U/N Reef,20-441,152.12875366,-20.97584534
U/N Reef,20-442,152.13276672,-20.91207886
U/N Reef,20-443,152.16029358,-20.92708778
U/N Reef,20-596,150.38920593,-20.10351753
U/N Reef,20-597,150.39678955,-20.07800102
U/N Reef,20-598,150.40330505,-20.10764122
U/N Reef,20-599,150.40617371,-20.04434967
U/N Reef,20-600,150.40953064,-20.14569473
U/N Reef,20-601,150.41300964,-20.14537239
U/N Reef,20-602,150.41438293,-20.13697052
U/N Reef,20-603,150.42497253,-20.03649902
U/N Reef,20-604,150.43196106,-20.06311798
U/N Reef,20-605,150.48876953,-20.23344612
U/N Reef,20-607,150.58302307,-20.06111145
Knight Reef,21-039,149.713974,-21.44830132
Minster Reef,21-040,149.84820557,-21.44401741
Festing Shoal,21-041,149.70007324,-21.46792221
Charles Rock,21-042,149.71861267,-21.46206284
Beaver Shoal,21-043,149.82505798,-21.46681976
Beverlac Reef,21-044,149.87376404,-21.45638275
U/N Reef,20-339a,150.88397217,-20.7258606
U/N Reef,20-339b,150.93783569,-20.70666695
U/N Reef,20-340,150.76002502,-20.7081089
U/N Reef,20-341,150.82035828,-20.71379089
Thomas Reef (No 1),20-234a,149.11012268,-20.54157066
Thomas Reef (No 2),20-234b,149.10133362,-20.54496765
Thomas Reef (No 3),20-234c,149.10534668,-20.55112648
St Bees Island Reef (No 2),20-279b,149.43196106,-20.92989349
U/N Rock,20-279b,149.44895935,-20.93399811
St Bees Island Reef (No 3),20-279c,149.44828796,-20.93379593
Aspatria Reef,20-280,149.46951294,-20.9298172
Singapore Rock,20-281,149.38420105,-20.91502571
Wheatley Shoal,20-282,149.38874817,-20.9301033
Flimby Shoal,20-283,149.41879272,-20.93209839
Hesket Reef,20-284,149.48129272,-20.93557549
Shaw Island Reef (No 5),20-102i,149.06066895,-20.52033806
Shaw Island Reef (No 6),20-102e,149.07052612,-20.50695229
Shaw Island Reef (No 7),20-102f,149.08990479,-20.48650169
U/N Reef,20-184,150.70573425,-20.32145309
U/N Reef,20-185a,150.58442688,-20.35409737
U/N Reef,20-185b,150.59899902,-20.37162781
Thomas Reef (No 4),20-234d,149.11091614,-20.55192184
Thomas Reef (No 5),20-234e,149.12007141,-20.54652405
Thomas Reef (No 6),20-234f,149.11975098,-20.54111671
Thomas Reef (No 7),20-234g,149.12593079,-20.5483284
Hesket Rock,20-284,149.4811554,-20.9344635
Green Reef,20-285,149.15127563,-20.98583221
U/N Cay,20-286,149.74868774,-20.53913879
Parker Reef,20-286,149.7512207,-20.54230118
Credlin Reefs (East),20-287,149.95120239,-20.54021454
Credlin Reefs (West),20-288,149.9281311,-20.55967712
Shaw Island Reef (No 8),20-102g,149.0990448,-20.4836483
Shaw Island Reef (No 9),20-102h,149.08647156,-20.45864296
Shaw Island Reef (No 10),20-102k,149.08265686,-20.44202423
Shaw Island Reef (No 11),20-102j,149.07589722,-20.45093918
Shaw Island Reef (No 12),20-102l,149.08908081,-20.42716217
U/N Reef,20-103,149.83068848,-20.01483345
U/N Reef,20-185c,150.65646362,-20.3503933
U/N Reef,20-186,150.71290588,-20.35417557
Muirhead Reef,20-187,150.75241089,-20.37828827
U/N Reef,20-188,150.80915833,-20.3495388
U/N Reef,20-189,150.6837616,-20.37080765
Thomas Reef (No 8),20-234h,149.10569763,-20.54129982
Fairlight Reef,20-235,149.13313293,-20.54910469
Fairlight Rock,20-235,149.13336182,-20.54887581
St Helen Reef,20-236,149.07771301,-20.55299568
St Helen Rock (No 1),20-236a,149.07774353,-20.55329323
St Helen Rock (No 2),20-236b,149.07801819,-20.55309868
Goldsmith Island Reef (No 1),20-237a,149.15835571,-20.66488457
Goldsmith Island Reef (No 2),20-237b,149.14413452,-20.683218
Calder Reef,20-289,149.62031555,-20.7711544
Scawfell Reef (No 1),20-290a,149.61407471,-20.85461807
Scawfell Reef (No 2),20-290b,149.59085083,-20.86450386
Three Rocks Reef,20-291,149.7386322,-20.95089912
Three Rocks (No 1),20-291a,149.73814392,-20.94452477
Square Reef,20-105,149.81196594,-20.06409836
Peta Patches (No 1),20-106a,149.94677734,-20.03615379
Peta Patches (No 2),20-106b,149.94091797,-20.03160095
Peta Patches (No 3),20-106c,149.94961548,-20.04051971
Peta Patches (No 4),20-106d,149.95387268,-20.03426361
U/N Reef,20-107,149.94828796,-20.05765152
U/N Reef,20-108,149.95959473,-20.06146622
U/N Reef,20-109,149.93392944,-20.06256294
U/N Reef,20-190,150.85275269,-20.3475399
U/N Reef,20-191,150.86195374,-20.33255577
U/N Reef,20-192,150.58299255,-20.39775848
U/N Reef,20-193,150.61515808,-20.39672852
U/N Reef,20-194a,150.68527222,-20.41614914
U/N Reef,20-194b,150.722229,-20.40675163
Goldsmith Island Reef (No 3),20-237c,149.14228821,-20.69530296
Goldsmith Island Reef (No 4),20-237d,149.15925598,-20.68100166
Goldsmith Island Reef (No 5),20-237e,149.13792419,-20.69109726
Goldsmith Island Reef (No 6),20-237f,149.15113831,-20.6700058
U/N Reef,20-237g,149.1383667,-20.68164253
Three Rocks (No 2),20-291b,149.73796082,-20.94813919
Derwent Reef,20-292,149.78213501,-20.98659897
Skull Rock Reef,20-293,149.79806519,-20.98820686
Skull Rock,20-293,149.7978363,-20.98820305
